studyid,authors,Year,Outcome,Measure,includes_complete_dichotomous,setting,Studygroups,Studygroups_alternative,ITT,LT_arrests_treat,LT_arrests_treat_SD,LT_arrests_treat_n,LT_arrests_cont,LT_arrests_cont_SD,LT_arrests_cont_n,LT_convictions_treat,LT_convictions_treat_n,LT_convictions_cont,LT_convictions_cont_n,mean_age_treat,mean_age_treat_SD,mean_age_cont,mean_age_cont_SD,male_%_treat,male_%_cont,white_%_treat,white_%_cont,bl_pre_period_months,bl_treat_m,bl_treat_sd,bl_treat_median,bl_incidents_treat,bl_person_time_treat,bl_treat_n,bl_cont_m,bl_cont_sd,bl_cont_median,bl_incidents_cont,bl_person_time_cont,bl_cont_n,bl_treat_Dichotomous_%_Yes,bl_treat_Dichotomous_n,bl_cont_Dichotomous_%_Yes,bl_cont_Dichotomous_n,pt_period_months,pt_begins,measured_during_or_post_pt,Program_duration_minimum_months,Program_duration_average_months,Post_program_PT_months_treat,Post_program_PT_months_cont,pt_treat_m,pt_treat_sd,pt_treat_median,pt_incidents_treat,pt_person_time_treat,pt_treat_n,pt_cont_m,pt_cont_sd,pt_cont_median,pt_incidents_cont,pt_person_time_cont,pt_cont_n,pt_treat_Dichotomous_%,pt_treat_Dichotomous_n,pt_cont_Dichotomous_%,pt_cont_Dichotomous_n,mv_notes,charge_level,accepted_violent,reported_accepting_violent,accepts_felons,reported_accepting_felons,reported_charges_expunged,pt_%_program_graduates,pt_program_graduates_n,pt_%_program_terminates,pt_program_terminates_n,pt_treatment_completion_treat_%,pt_treatment_completion_treat_n,pt_treatment_completion_cont_%,pt_treatment_completion_cont_n,source,source_collapsed,source_published,organisation_or_research_group,research_design,stage_of_disposition,reported_single_judge,JOs_presiding_over_hearings_collapsed,report_team_training,report_JO training,report_judge_or_team_training,Average _minutes_review_hearing,report_frequent_team_meetings,reported_sanctions,reported_using_graduated_sanctions,reported_sanctions_or_graduated_sanctions,reported_using_rewards,reported_sanctions_and_rewards,Frequency_review_hearing,frequency_duration,frequent_vs_monthly_rh,frequent_rh_collapsed,reported_measuring_risk_treat,reported_measuring_risk_cont,reported_individualized_treat_treat,reported_individualized_treat_cont,reported_drug_or_alcohol_treatment_treat,reported_drug_or_alcohol_treatment_cont,reported_drug_or_alcohol_testing_treat,reported_drug_or_alcohol_testing_cont,reported_psychiatric_treatment_treat,reported_psychiatric_treatment_cont,reported_counseling_treat,reported_counseling_cont,reported_support_groups_treat,reported_support_groups_ cont,reported_probation_cont,other_treatment_treat,other_treatment_cont,total_treatments_required_treat,total_treatments_required_cont,total_treatments_offered_treat,total_treatments_offered_cont,included_sample_matching,reported_sample_matching,MSMS,overall_robins,ROB_confounding,ROB_participants,ROB_classification,ROB_deviation,ROB_missing,ROB_measurement,ROB_reporting
22,Mackin et al.,2009c,arrests,mean drug arrests,Yes,DC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30,NR,NR,NR,56,NR,87,NR,24,1.31,NR,NR,20.96,384,16,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,24,Enrolment,During,24,20.84,3.16,NR,0.08,NR,NR,0.96,288,12,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,Felon,No,No,No,No,No,100,12,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,self-help,NR,4,NR,10,1,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
22,Mackin et al.,2009c,arrests,% arrested,Yes,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,33,NR,33,NR,54,56,94,91,24,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,100,33,100,88,24,Enrolment,During,24,15.45,8.55,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30,33,48,88,,Felon,No,No,Yes,Yes,No,36.36,12,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,Yes,Graduated,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,Yes,No,No,NR,NR,3,NR,10,1,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
23,Marchland et al.,2006,arrests,mean arrests,No,DC,combined groups,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,32,NR,32,NR,69.29,63.18,67.61,65.31,24,1.57,NR,NR,379.55,5784,241,1.75,NR,NR,451.65,6192,258,NR,NR,NR,NR,24,Enrolment,During,15,11.87,12.13,NR,0.62,NR,NR,149.65,5784,241,0.95,NR,NR,246.2,6192,258,NR,NR,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,27,61.29,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,Yes,No,Yes,NR,Yes,Yes,No,Yes,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,12-step,probation,5,2,7,4,Yes,Yes,3,critical,critical,moderate,low,low,moderate,moderate,serious
23,Marchland et al.,2006,arrests,mean arrests,No,DC,Male participants,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,32,NR,30,NR,100,100,67,62,24,1.71,NR,NR,285.57,4008,167,1.85,NR,NR,301.55,3912,163,NR,NR,NR,NR,24,Enrolment,During,15,11.87,12.13,NR,0.71,NR,NR,118.57,4008,167,1.05,NR,NR,171.16,3912,163,NR,NR,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,29,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,Yes,No,Yes,NR,Yes,Yes,No,Yes,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,12-step,probation,5,2,7,4,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
23,Marchland et al.,2006,arrests,mean arrests,No,DC,Female participants,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,33,NR,36,NR,0,0,69,71,24,1.27,NR,NR,93.98,1776,74,1.58,NR,NR,150.1,2280,95,NR,NR,NR,NR,24,Enrolment,During,15,11.87,12.13,NR,0.42,NR,NR,31.08,1776,74,0.79,NR,NR,75.05,2280,95,NR,NR,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,23,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,Yes,No,Yes,NR,Yes,Yes,No,Yes,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,12-step,probation,5,2,7,4,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
23,Marchland et al.,2006,arrests,mean drug arrests,No,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,32,NR,32,NR,69.29,63.18,67.61,65.31,24,0.79,NR,NR,190.39,5784,241,0.75,NR,NR,193.5,6192,258,NR,NR,NR,NR,24,Enrolment,During,15,11.87,12.13,NR,0.24,NR,NR,57.84,5784,241,0.36,NR,NR,92.88,6192,258,NR,NR,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,27,61.29,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,Yes,No,Yes,NR,Yes,Yes,No,Yes,Yes,Yes,fortnightly,initial phases,frequent,frequent,No,No,No,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,12-step,probation,5,2,7,4,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
24,Morin,2005,arrests,mean misdemeanor arrests,No,MHC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,39.8,13.7,29.04,9.12,80.39,NR,52.9,21.6,12,4.02,6.37,2,205.02,612,51,0.35,0.8,0,17.85,612,51,NR,NR,NR,NR,12,referral,During,NR,NR,NR,NR,1.57,4.09,0,80.07,612,51,1.65,1.64,1,84.15,612,51,NR,NR,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,41.18,21,31,15.81,NR,NR,NR,NR,Thesis,Thesis,unpublished,None,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,No,No,case-by-case,case-by-case,NR,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Social services,NR,NR,NR,10,NR,NR,No,3,critical,critical,serious,low,NI,low,moderate,serious
24,Morin,2005,arrests,mean misdemeanor arrests,No,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,29.04,9.12,NR,NR,NR,NR,12,2,2.97,1,42,252,21,0.35,0.8,0,17.85,612,51,NR,NR,NR,NR,12,referral,During,NR,NR,NR,NR,0.43,1.17,0,9.03,252,21,1.65,1.64,1,84.15,612,51,NR,NR,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Thesis,Thesis,unpublished,None,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,No,No,case-by-case,case-by-case,NR,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Social services,NR,NR,NR,10,NR,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
24,Morin,2005,arrests,mean gross misdemeanor arrests,No,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,29.04,9.12,NR,NR,NR,NR,12,0.48,1.97,0,10.08,252,21,0,0,0,0,612,51,NR,NR,NR,NR,12,referral,During,NR,NR,NR,NR,0.05,0.22,0,1.05,252,21,0.16,0.46,0,8.16,612,51,NR,NR,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Thesis,Thesis,unpublished,None,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,No,No,case-by-case,case-by-case,NR,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Social services,NR,NR,NR,10,NR,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
24,Morin,2005,arrests,mean felony arrests,No,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,29.04,9.12,NR,NR,NR,NR,12,0.62,0.87,0,13.02,252,21,0.06,0.24,0,3.06,612,51,NR,NR,NR,NR,12,referral,During,NR,NR,NR,NR,0.05,0.22,0,1.05,252,21,0.04,0.2,0,2.04,612,51,NR,NR,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Thesis,Thesis,unpublished,None,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,No,No,case-by-case,case-by-case,NR,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Social services,NR,NR,NR,10,NR,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
24,Morin,2005,incarceration,Mean days incarcertated,No,MHC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,39.8,13.7,29.04,9.12,80.39,NR,52.9,21.6,12,31.47,50.96,16,1604.97,612,51,0.69,1.75,0,35.19,612,51,NR,NR,NR,NR,12,referral,During,NR,NR,NR,NR,34.78,69.06,4,1773.78,612,51,5.16,16.98,1,263.16,612,51,NR,NR,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,41.18,21,31,15.81,NR,NR,NR,NR,Thesis,Thesis,unpublished,None,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,No,No,case-by-case,case-by-case,NR,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Social services,NR,NR,NR,10,NR,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
24,Morin,2005,incarceration,Mean days incarcertated,No,MHC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,29.04,9.12,NR,NR,NR,NR,12,15.52,24.35,5,325.92,252,21,0.69,1.75,0,35.19,612,51,NR,NR,NR,NR,12,referral,During,NR,NR,NR,NR,5.33,13.21,0,111.93,252,21,5.16,16.98,1,263.16,612,51,NR,NR,NR,NR,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Thesis,Thesis,unpublished,None,Quasi-experimental,Pre & Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,No,No,case-by-case,case-by-case,NR,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Social services,NR,NR,NR,10,NR,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
25,Nugent-Borakove,2009,charges,mean charges,No,CC,Opt-ins vs Opt-outs,None Reported,Not Reported,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,40,NR,40,NR,67,74,NR,NR,18,5,NR,9,1045,3762,209,2,NR,6,478,4302,239,NR,NR,NR,NR,18,Enrolment,During,1,NR,17,18,3,NR,NR,627,3762,209,3,NR,NR,717,4302,239,80,209,80,239,,Not reported,NR,No,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Post,No,Multiple,No,No,No,NR,No,Yes,No,Yes,No,No,Monthly,whole treatment,monthly,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,No,3,critical,critical,serious,serious,NI,NI,moderate,moderate
26,Roman,2011,convictions,Mean convictions,No,MHC,Opt-ins vs Opt-outs,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,36.93,11.25,38.35,12,65.1,82.6,53.5,26.1,24,2.7,2.42,NR,116.1,1032,43,2.59,2,NR,119.14,1104,46,NR,NR,NR,NR,24,Plea Hearing,During,NR,NR,NR,NR,0.16,0.58,NR,6.88,1032,43,0.37,0.65,NR,17.02,1104,46,9.3,43,28.26,46,,Felony/Misdemeanor,No,No,Yes,Yes,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Thesis,Thesis,unpublished,None,Quasi-experimental,Post,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,NR,NR,NR,NR,NR,NR,NR,No,3,critical,critical,serious,low,NI,moderate,moderate,moderate
27,Somers et al.,2012,convictions,Change in annualized arrests,Yes,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,35.4,9.7,36,9.6,70.56,75,53.33,47.22,24,NR,NR,NR,NR,NR,180,NR,NR,NR,NR,NR,180,NR,NR,NR,NR,24,Treatment Exit,Post,NR,NR,24,24,NR,NR,NR,NR,NR,180,NR,NR,NR,NR,NR,180,NR,NR,NR,NR,,Not reported,Yes,Yes,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NR,NR,1,NR,5,NR,Yes,Yes,4,serious,moderate,serious,moderate,NI,moderate,moderate,moderate
27,Somers et al.,2012,convictions,% convicted,Yes,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,35.4,9.7,36,9.6,70.56,75,53.33,47.22,24,NR,NR,NR,NR,NR,180,NR,NR,NR,NR,NR,180,78.33,180,71.67,180,24,Treatment Exit,Post,NR,NR,24,24,NR,NR,NR,NR,NR,180,NR,NR,NR,NR,NR,180,51.11,180,49.44,180,,Not reported,Yes,Yes,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NR,NR,1,NR,5,NR,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
27,Somers et al.,2012,convictions,% convicted drugs,Yes,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,35.4,9.7,36,9.6,70.56,75,53.33,47.22,24,NR,NR,NR,NR,NR,180,NR,NR,NR,NR,NR,180,62.78,180,21.11,180,24,Treatment Exit,Post,NR,NR,24,24,NR,NR,NR,NR,NR,180,NR,NR,NR,NR,NR,180,27.78,180,13.89,180,,Not reported,Yes,Yes,NR,No,No,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,None,Quasi-experimental,Not Reported,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,NR,NR,1,NR,5,NR,Yes,Yes,4,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
28,Spohn,2001,arrests,mean arrests,No,DC,standard,TAU,Graduates/Failures,0.89,NR,285,1.87,NR,194,NR,NR,NR,NR,30.7,NR,30.8,NR,66.67,73.71,64.56,58.23,12,0.99,NR,NR,282.15,3420,285,1.46,NR,NR,283.24,2328,194,NR,NR,NR,NR,12,Qualifying arrest,During,NR,NR,NR,NR,1.09,NR,NR,310.65,3420,285,1.88,NR,NR,364.72,2328,194,42.1,120,60.8,118,,Felon,No,No,Yes,Yes,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,None,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,No,No,No,No,No,No,Monthly,whole treatment,monthly,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,aftercare,NR,2,NR,9,NR,NR,No,3,critical,critical,serious,low,low,serious,moderate,moderate
28,Spohn,2001,arrests,mean felony arrests,No,DC,standard,TAU,Graduates/Failures,0.89,NR,285,0.11,NR,232,NR,NR,NR,NR,30.7,NR,29.6,NR,66.67,73.71,64.56,58.23,12,0.12,NR,NR,34.2,3420,285,0.4,NR,NR,77.6,2328,194,NR,NR,NR,NR,12,Qualifying arrest,During,NR,NR,NR,NR,0.3,NR,NR,85.5,3420,285,0.47,NR,NR,91.18,2328,194,19.3,55,34.5,67,,Felon,No,No,Yes,Yes,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,None,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,No,No,No,No,No,No,Monthly,whole treatment,monthly,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,aftercare,NR,2,NR,9,NR,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
28,Spohn,2001,arrests,mean arrests,No,DC,standard,diversion,Graduates/Failures,0.89,NR,285,1.87,NR,194,NR,NR,NR,NR,30.7,NR,30.8,NR,66.67,59.05,64.56,72.84,12,0.99,NR,NR,282.15,3420,285,0.31,NR,NR,71.92,2784,232,NR,NR,NR,NR,12,Qualifying arrest,During,NR,NR,NR,0,1.09,NR,NR,310.65,3420,285,0.52,NR,NR,120.64,2784,232,42.1,120,29.8,67,,Felon,No,No,Yes,Yes,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,None,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,No,No,No,No,No,No,Monthly,whole treatment,monthly,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,aftercare,diversion,2,1,9,1,NR,No,3,critical,critical,serious,low,NI,moderate,moderate,moderate
28,Spohn,2001,arrests,mean felony arrests,No,DC,standard,diversion,Graduates/Failures,0.89,NR,285,0.11,NR,232,NR,NR,NR,NR,30.7,NR,29.6,NR,66.67,59.05,64.56,72.84,12,0.12,NR,NR,34.2,3420,285,0.03,NR,NR,6.96,2784,232,NR,NR,NR,NR,12,Qualifying arrest,During,NR,NR,NR,0,0.3,NR,NR,85.5,3420,285,0.1,NR,NR,23.2,2784,232,19.3,55,9.5,22,,Felon,No,No,Yes,Yes,Yes,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,None,Quasi-experimental,Not Reported,Yes,Single judge,No,No,No,NR,No,No,No,No,No,No,Monthly,whole treatment,monthly,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No,aftercare,diversion,2,1,9,1,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
29,Van Vleet,2005,arrests,mean arrests,No,DC,combined groups,combined rows,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,34.75,NR,31.96,NR,58.38,73.1,88.31,87.4,12,5.21,NR,NR,1187.31,2736,228,3.63,2.48,3,413.82,1368,114,NR,NR,NR,NR,12,Treatment Exit,Post,12,NR,12,12,1.22,NR,NR,278.47,2736,228,0.81,1.88,0,92.34,1368,114,38.16,87,29.8,34,,Felon,No,No,Yes,Yes,No,100,71,68.86,157,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,No,No,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,acupuncture,probation,2,1,18,1,NR,No,3,critical,critical,serious,moderate,NI,low,moderate,moderate
29,Van Vleet,2005,arrests,mean arrests,No,DC,standard,None Reported,Graduates,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,33.43,NR,31.96,NR,53.7,73.1,96.3,87.4,12,4.03,2.7,3,286.13,852,71,3.63,2.48,3,413.82,1368,114,NR,NR,NR,NR,12,Treatment Exit,Post,12,NR,12,12,0.76,2.67,0,53.96,852,71,0.81,1.88,0,92.34,1368,114,19.7,14,29.8,34,,Felon,No,No,Yes,Yes,No,100,71,0,0,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,No,No,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,acupuncture,probation,2,1,18,1,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
29,Van Vleet,2005,arrests,mean arrests,No,DC,standard,None Reported,Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,34.9,NR,31.96,NR,60.5,73.1,84.7,NR,12,5.74,4.1,5,901.18,1884,157,3.63,2.48,3,413.82,1368,114,NR,NR,NR,NR,12,Treatment Exit,Post,12,NR,12,12,1.43,2.28,0,224.51,1884,157,0.81,1.88,0,92.34,1368,114,46.5,73,29.8,34,,Felon,No,No,Yes,Yes,No,0,0,100,157,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,None,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,No,Yes,No,Yes,No,No,fortnightly,initial phases,frequent,frequent,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,acupuncture,probation,2,1,18,1,NR,No,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
30,Krebs et al.,2007,arrests,% arrested,No,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30.65,NR,29.965,NR,79.56,74.63,38.32,33.33,6,NR,NR,NR,NR,NR,274,NR,NR,NR,NR,NR,201,NR,NR,NR,NR,6,Enrolment,During,12,NR,0,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,,Felony/Misdemeanor,NR,No,Yes,Yes,No,NR,NR,NR,NR,NR,NR,NR,NR,Journal Article,Journal Article,published,None,Quasi-experimental,Pre & Post,No,Not Reported,No,No,No,NR,No,No,No,No,No,No,NR,NR,NR,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,acupuncture,probation,6,1,6,2,Yes,Yes,4,serious,serious,serious,moderate,low,serious,moderate,moderate
31,Mackin et al.,2008,arrests,mean arrests,No,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,32,NR,30,NR,88,90,4,7,24,0.72,NR,NR,108.72,3624,151,0.69,NR,NR,130.41,4536,189,40,151,42,189,24,Enrolment,During,12,17.49,6.51,NR,0.52,NR,NR,78.52,NR,NR,0.46,NR,NR,86.94,NR,NR,30,151,30,189,,Felon,Yes,Yes,Yes,Yes,No,39.07,59,0.45,68,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,NR,probation,3,1,9,1,Yes,Yes,3,critical,critical,serious,serious,NI,low,low,low
31,Mackin et al.,2008,arrests,% arrested,Yes,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,32,NR,30,NR,88,90,4,7,24,0.72,NR,NR,108.72,3624,151,0.69,NR,NR,130.41,4536,189,40,151,42,189,24,Enrolment,During,12,17.49,6.51,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,30,151,30,189,,Felon,Yes,Yes,Yes,Yes,No,39.07,59,0.45,68,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,NR,probation,3,1,9,1,Yes,Yes,3,unrated,unrated,unrated,unrated,unrated,unrated,unrated,unrated
31,Mackin et al.,2008,arrests,mean drug arrests,Yes,DC,standard,None Reported,Graduates/Failures,NR,NR,NR,NR,NR,NR,NR,NR,NR,NR,32,NR,30,NR,88,90,4,7,24,0.41,NR,NR,61.91,3624,151,0.46,NR,NR,86.94,4536,189,32,151,34,189,24,Enrolment,During,12,17.49,6.51,NR,0.28,NR,NR,42.28,3624,151,0.25,NR,NR,47.25,4536,189,NR,NR,NR,NR,,Felon,Yes,Yes,Yes,Yes,No,39.07,59,0.45,68,NR,NR,NR,NR,Evaluation,Evaluation,unpublished,NPC research,Quasi-experimental,Post,Yes,Single judge,No,No,No,NR,Yes,Yes,No,Yes,Yes,Yes,NR,NR,NR,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes,NR,probation,3,1,9,1,Yes,Yes,3,serious,serious,serious,low,NI,NI,moderate,moderate
